gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000197880	MDS2	myelodysplastic syndrome 2 translocation associated	1p36.12, 1p36.11	lncRNA	2	1131	0.18	57	16508	0.35	1342	0	0.00	0	0.00	3	Cancer Gene Census
ENSG00000204531	POU5F1	POU class 5 homeobox 1	6p21.33	protein_coding	2	1131	0.18	80	16508	0.48	1342	19	1.42	85	6.33	2	Cancer Gene Census
ENSG00000206503	HLA-A	major histocompatibility complex, class I, A	6p22.1	protein_coding	2	1131	0.18	152	16508	0.92	1342	19	1.42	88	6.56	2	Cancer Gene Census
ENSG00000214827	MTCP1	mature T cell proliferation 1	Xq28	protein_coding	2	1131	0.18	23	16508	0.14	1342	0	0.00	0	0.00	2	Cancer Gene Census
ENSG00000268009	SSX4	SSX family member 4	Xp11.23	protein_coding	2	1131	0.18	16	16508	0.10	1342	0	0.00	0	0.00	2	Cancer Gene Census
ENSG00000018408	WWTR1	WW domain containing transcription regulator 1	3q25.1	protein_coding	1	1131	0.09	95	16508	0.58	1342	51	3.80	68	5.07	2	Cancer Gene Census
ENSG00000019582	CD74	CD74 molecule	5q33.1	protein_coding	1	1131	0.09	54	16508	0.33	1342	45	3.35	79	5.89	1	Cancer Gene Census
ENSG00000047932	GOPC	golgi associated PDZ and coiled-coil motif containing	6q22.1	protein_coding	1	1131	0.09	90	16508	0.55	1342	13	0.97	240	17.88	1	Cancer Gene Census
ENSG00000048462	TNFRSF17	TNF receptor superfamily member 17	16p13.13	protein_coding	1	1131	0.09	53	16508	0.32	1342	38	2.83	61	4.55	1	Cancer Gene Census
ENSG00000069399	BCL3	BCL3 transcription coactivator	19q13.32	protein_coding	1	1131	0.09	95	16508	0.58	1342	223	16.62	321	23.92	1	Cancer Gene Census
ENSG00000072694	FCGR2B	Fc fragment of IgG receptor IIb	1q23.3	protein_coding	1	1131	0.09	96	16508	0.58	1342	97	7.23	14	1.04	1	Cancer Gene Census
ENSG00000091483	FH	fumarate hydratase	1q43	protein_coding	1	1131	0.09	130	16508	0.79	1342	91	6.78	52	3.87	1	Cancer Gene Census
ENSG00000104903	LYL1	LYL1 basic helix-loop-helix family member	19p13.13	protein_coding	1	1131	0.09	36	16508	0.22	1342	308	22.95	28	2.09	1	Cancer Gene Census
ENSG00000107807	TLX1	T cell leukemia homeobox 1	10q24.31	protein_coding	1	1131	0.09	67	16508	0.41	1342	5	0.37	791	58.94	1	Cancer Gene Census
ENSG00000107864	CPEB3	cytoplasmic polyadenylation element binding protein 3	10q23.32	protein_coding	1	1131	0.09	107	16508	0.65	1342	3	0.22	452	33.68	2	Cancer Gene Census
ENSG00000109220	CHIC2	cysteine rich hydrophobic domain 2	4q12	protein_coding	1	1131	0.09	40	16508	0.24	1342	137	10.21	63	4.69	1	Cancer Gene Census
ENSG00000110619	CARS1	cysteinyl-tRNA synthetase 1	11p15.4	protein_coding	1	1131	0.09	186	16508	1.13	1342	32	2.38	210	15.65	1	Cancer Gene Census
ENSG00000110987	BCL7A	BAF chromatin remodeling complex subunit BCL7A	12q24.31	protein_coding	1	1131	0.09	276	16508	1.67	1342	64	4.77	66	4.92	1	Cancer Gene Census
ENSG00000111275	ALDH2	aldehyde dehydrogenase 2 family member	12q24.12	protein_coding	1	1131	0.09	128	16508	0.78	1342	53	3.95	74	5.51	1	Cancer Gene Census
ENSG00000112237	CCNC	cyclin C	6q16.2	protein_coding	1	1131	0.09	70	16508	0.42	1342	11	0.82	203	15.13	1	Cancer Gene Census
ENSG00000112576	CCND3	cyclin D3	6p21.1	protein_coding	1	1131	0.09	104	16508	0.63	1342	24	1.79	76	5.66	1	Cancer Gene Census
ENSG00000117118	SDHB	succinate dehydrogenase complex iron sulfur subunit B	1p36.13	protein_coding	1	1131	0.09	43	16508	0.26	1342	60	4.47	252	18.78	1	Cancer Gene Census
ENSG00000117318	ID3	inhibitor of DNA binding 3, HLH protein	1p36.12	protein_coding	1	1131	0.09	36	16508	0.22	1342	57	4.25	264	19.67	1	Cancer Gene Census
ENSG00000123268	ATF1	activating transcription factor 1	12q13.12	protein_coding	1	1131	0.09	59	16508	0.36	1342	55	4.10	105	7.82	1	Cancer Gene Census
ENSG00000125285	SOX21	SRY-box transcription factor 21	13q32.1	protein_coding	1	1131	0.09	52	16508	0.31	1342	27	2.01	311	23.17	1	Cancer Gene Census
ENSG00000130675	MNX1	motor neuron and pancreas homeobox 1	7q36.3	protein_coding	1	1131	0.09	78	16508	0.47	1342	782	58.27	22	1.64	1	Cancer Gene Census
ENSG00000132475	H3-3B	H3.3 histone B	17q25.1	protein_coding	1	1131	0.09	74	16508	0.45	1342	90	6.71	42	3.13	1	Cancer Gene Census
ENSG00000134086	VHL	von Hippel-Lindau tumor suppressor	3p25.3	protein_coding	1	1131	0.09	394	16508	2.39	1342	65	4.84	68	5.07	1	Cancer Gene Census
ENSG00000134899	ERCC5	ERCC excision repair 5, endonuclease	13q33.1	protein_coding	1	1131	0.09	17	16508	0.10	1342	31	2.31	284	21.16	1	Cancer Gene Census
ENSG00000135446	CDK4	cyclin dependent kinase 4	12q14.1	protein_coding	1	1131	0.09	71	16508	0.43	1342	159	11.85	68	5.07	1	Cancer Gene Census
ENSG00000136997	MYC	MYC proto-oncogene, bHLH transcription factor	8q24.21	protein_coding	1	1131	0.09	177	16508	1.07	1342	138	10.28	47	3.50	1	Cancer Gene Census
ENSG00000137309	HMGA1	high mobility group AT-hook 1	6p21.31	protein_coding	1	1131	0.09	24	16508	0.15	1342	21	1.56	76	5.66	1	Cancer Gene Census
ENSG00000143252	SDHC	succinate dehydrogenase complex subunit C	1q23.3	protein_coding	1	1131	0.09	52	16508	0.31	1342	97	7.23	15	1.12	1	Cancer Gene Census
ENSG00000149948	HMGA2	high mobility group AT-hook 2	12q14.3	protein_coding	1	1131	0.09	81	16508	0.49	1342	62	4.62	103	7.68	1	Cancer Gene Census
ENSG00000161547	SRSF2	serine and arginine rich splicing factor 2	17q25.1	protein_coding	1	1131	0.09	76	16508	0.46	1342	75	5.59	46	3.43	1	Cancer Gene Census
ENSG00000163497	FEV	FEV transcription factor, ETS family member	2q35	protein_coding	1	1131	0.09	29	16508	0.18	1342	31	2.31	46	3.43	1	Cancer Gene Census
ENSG00000164305	CASP3	caspase 3	4q35.1	protein_coding	1	1131	0.09	69	16508	0.42	1342	21	1.56	184	13.71	1	Cancer Gene Census
ENSG00000167985	SDHAF2	succinate dehydrogenase complex assembly factor 2	11q12.2	protein_coding	1	1131	0.09	56	16508	0.34	1342	37	2.76	90	6.71	1	Cancer Gene Census
ENSG00000168092	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2	11q23.3	protein_coding	1	1131	0.09	46	16508	0.28	1342	67	4.99	82	6.11	1	Cancer Gene Census
ENSG00000168496	FEN1	flap structure-specific endonuclease 1	11q12.2	protein_coding	1	1131	0.09	71	16508	0.43	1342	36	2.68	90	6.71	1	Cancer Gene Census
ENSG00000169696	ASPSCR1	ASPSCR1 tether for SLC2A4, UBX domain containing	17q25.3	protein_coding	1	1131	0.09	139	16508	0.84	1342	77	5.74	58	4.32	1	Cancer Gene Census
ENSG00000169714	CNBP	CCHC-type zinc finger nucleic acid binding protein	3q21.3	protein_coding	1	1131	0.09	40	16508	0.24	1342	46	3.43	82	6.11	1	Cancer Gene Census
ENSG00000170791	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	8q12.1	protein_coding	1	1131	0.09	29	16508	0.18	1342	69	5.14	53	3.95	1	Cancer Gene Census
ENSG00000172409	CLP1	cleavage factor polyribonucleotide kinase subunit 1	11q12.1	protein_coding	1	1131	0.09	94	16508	0.57	1342	38	2.83	89	6.63	1	Cancer Gene Census
ENSG00000172936	MYD88	MYD88 innate immune signal transduction adaptor	3p22.2	protein_coding	1	1131	0.09	70	16508	0.42	1342	49	3.65	83	6.18	1	Cancer Gene Census
ENSG00000176571	CNBD1	cyclic nucleotide binding domain containing 1	8q21.3	protein_coding	1	1131	0.09	245	16508	1.48	1342	90	6.71	47	3.50	1	Cancer Gene Census
ENSG00000178573	MAF	MAF bZIP transcription factor	16q23.2	protein_coding	1	1131	0.09	113	16508	0.68	1342	27	2.01	114	8.49	1	Cancer Gene Census
ENSG00000180611	MB21D2	Mab-21 domain containing 2	3q29	protein_coding	1	1131	0.09	198	16508	1.20	1342	63	4.69	106	7.90	3	Cancer Gene Census
ENSG00000182158	CREB3L2	cAMP responsive element binding protein 3 like 2	7q33	protein_coding	1	1131	0.09	138	16508	0.84	1342	795	59.24	11	0.82	1	Cancer Gene Census
ENSG00000185338	SOCS1	suppressor of cytokine signaling 1	16p13.13	protein_coding	1	1131	0.09	42	16508	0.25	1342	41	3.06	61	4.55	1	Cancer Gene Census
ENSG00000185499	MUC1	mucin 1, cell surface associated	1q22	protein_coding	1	1131	0.09	83	16508	0.50	1342	117	8.72	12	0.89	1	Cancer Gene Census
ENSG00000185630	PBX1	PBX homeobox 1	1q23.3	protein_coding	1	1131	0.09	184	16508	1.11	1342	98	7.30	17	1.27	1	Cancer Gene Census
ENSG00000186051	TAL2	TAL bHLH transcription factor 2	9q31.2	protein_coding	1	1131	0.09	33	16508	0.20	1342	82	6.11	97	7.23	1	Cancer Gene Census
ENSG00000198900	TOP1	DNA topoisomerase I	20q12	protein_coding	1	1131	0.09	169	16508	1.02	1342	283	21.09	16	1.19	2	Cancer Gene Census
ENSG00000214562	NUTM2D	NUT family member 2D	10q23.2	protein_coding	1	1131	0.09	59	16508	0.36	1342	2	0.15	769	57.30	2	Cancer Gene Census
ENSG00000251562	MALAT1	metastasis associated lung adenocarcinoma transcript 1	11q13.1	lncRNA	1	1131	0.09	10	16508	0.06	1342	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000276180	H4C9	H4 clustered histone 9	6p22.1	protein_coding	1	1131	0.09	76	16508	0.46	1342	20	1.49	85	6.33	1	Cancer Gene Census
ENSG00000286522	H3C2	H3 clustered histone 2	6p22.2	protein_coding	1	1131	0.09	137	16508	0.83	1342	22	1.64	86	6.41	1	Cancer Gene Census
ENSG00000002834	LASP1	LIM and SH3 protein 1	17q12	protein_coding	0	1131	0.00	75	16508	0.45	1342	34	2.53	80	5.96	0	Cancer Gene Census
ENSG00000067955	CBFB	core-binding factor subunit beta	16q22.1	protein_coding	0	1131	0.00	85	16508	0.51	1342	34	2.53	104	7.75	0	Cancer Gene Census
ENSG00000104660	LEPROTL1	leptin receptor overlapping transcript like 1	8p12	protein_coding	0	1131	0.00	32	16508	0.19	1342	55	4.10	79	5.89	0	Cancer Gene Census
ENSG00000105369	CD79A	CD79a molecule	19q13.2	protein_coding	0	1131	0.00	70	16508	0.42	1342	241	17.96	300	22.35	0	Cancer Gene Census
ENSG00000119537	KDSR	3-ketodihydrosphingosine reductase	18q21.33	protein_coding	0	1131	0.00	65	16508	0.39	1342	56	4.17	126	9.39	0	Cancer Gene Census
ENSG00000126453	BCL2L12	BCL2 like 12	19q13.33	protein_coding	0	1131	0.00	100	16508	0.61	1342	214	15.95	341	25.41	0	Cancer Gene Census
ENSG00000126778	SIX1	SIX homeobox 1	14q23.1	protein_coding	0	1131	0.00	104	16508	0.63	1342	11	0.82	308	22.95	0	Cancer Gene Census
ENSG00000132906	CASP9	caspase 9	1p36.21	protein_coding	0	1131	0.00	83	16508	0.50	1342	61	4.55	260	19.37	0	Cancer Gene Census
ENSG00000142867	BCL10	BCL10 immune signaling adaptor	1p22.3	protein_coding	0	1131	0.00	69	16508	0.42	1342	67	4.99	226	16.84	0	Cancer Gene Census
ENSG00000160201	U2AF1	U2 small nuclear RNA auxiliary factor 1	21q22.3	protein_coding	0	1131	0.00	6	16508	0.04	1342	68	5.07	76	5.66	0	Cancer Gene Census
ENSG00000164919	COX6C	cytochrome c oxidase subunit 6C	8q22.2	protein_coding	0	1131	0.00	23	16508	0.14	1342	111	8.27	41	3.06	0	Cancer Gene Census
ENSG00000169032	MAP2K1	mitogen-activated protein kinase kinase 1	15q22.31	protein_coding	0	1131	0.00	148	16508	0.90	1342	19	1.42	151	11.25	0	Cancer Gene Census
ENSG00000175643	RMI2	RecQ mediated genome instability 2	16p13.13	protein_coding	0	1131	0.00	19	16508	0.12	1342	41	3.06	61	4.55	0	Cancer Gene Census
ENSG00000188199	NUTM2B	NUT family member 2B	10q22.3	protein_coding	0	1131	0.00	30	16508	0.18	1342	5	0.37	763	56.86	0	Cancer Gene Census
ENSG00000189283	FHIT	fragile histidine triad diadenosine triphosphatase	3p14.2	protein_coding	0	1131	0.00	52	16508	0.31	1342	43	3.20	91	6.78	0	Cancer Gene Census
ENSG00000204103	MAFB	MAF bZIP transcription factor B	20q12	protein_coding	0	1131	0.00	83	16508	0.50	1342	277	20.64	17	1.27	0	Cancer Gene Census
ENSG00000204370	SDHD	succinate dehydrogenase complex subunit D	11q23.1	protein_coding	0	1131	0.00	41	16508	0.25	1342	60	4.47	83	6.18	0	Cancer Gene Census
ENSG00000213190	MLLT11	MLLT11 transcription factor 7 cofactor	1q21.3	protein_coding	0	1131	0.00	27	16508	0.16	1342	109	8.12	14	1.04	0	Cancer Gene Census
ENSG00000245848	CEBPA	CCAAT enhancer binding protein alpha	19q13.11	protein_coding	0	1131	0.00	63	16508	0.38	1342	266	19.82	248	18.48	0	Cancer Gene Census
ENSG00000261652	C15orf65	chromosome 15 open reading frame 65	15q21.3	protein_coding	0	1131	0.00	10	16508	0.06	1342	18	1.34	188	14.01	0	Cancer Gene Census
