"gene_id","symbol","name","cytoband","type","num_cohort_ssm_affected_cases","num_cohort_ssm_cases","cohort_ssm_affected_cases_percentage","num_gdc_ssm_affected_cases","num_gdc_ssm_cases","gdc_ssm_affected_cases_percentage","num_cohort_cnv_cases","num_cohort_cnv_gain_cases","cohort_cnv_gain_cases_percentage","num_cohort_cnv_loss_cases","cohort_cnv_loss_cases_percentage","num_mutations","annotations","SSM_Affected_Cases_in_Cohort","CNV_Gain","CNV_Loss","SSM_Affected_Cases_Across_the_GDC"
"ENSG00000110777","POU2AF1","POU class 2 homeobox associating factor 1","11q23.1","protein_coding",5,1131,0.44,89,16508,0.54,1342,60,4.47,84,6.26,5,"Cancer Gene Census","5 / 1131 (0.44%)","60 / 1342 (4.47%)","84 / 1342 (6.26%)","89 / 16508 (0.54%)"
"ENSG00000111252","SH2B3","SH2B adaptor protein 3","12q24.12","protein_coding",5,1131,0.44,110,16508,0.67,1342,50,3.73,76,5.66,5,"Cancer Gene Census","5 / 1131 (0.44%)","50 / 1342 (3.73%)","76 / 1342 (5.66%)","110 / 16508 (0.67%)"
"ENSG00000113916","BCL6","BCL6 transcription repressor","3q27.3","protein_coding",5,1131,0.44,220,16508,1.33,1342,69,5.14,82,6.11,5,"Cancer Gene Census","5 / 1131 (0.44%)","69 / 1342 (5.14%)","82 / 1342 (6.11%)","220 / 16508 (1.33%)"
"ENSG00000115170","ACVR1","activin A receptor type 1","2q24.1","protein_coding",5,1131,0.44,125,16508,0.76,1342,32,2.38,39,2.91,6,"Cancer Gene Census","5 / 1131 (0.44%)","32 / 1342 (2.38%)","39 / 1342 (2.91%)","125 / 16508 (0.76%)"
"ENSG00000123473","STIL","STIL centriolar assembly protein","1p33","protein_coding",5,1131,0.44,247,16508,1.5,1342,64,4.77,211,15.72,7,"Cancer Gene Census","5 / 1131 (0.44%)","64 / 1342 (4.77%)","211 / 1342 (15.72%)","247 / 16508 (1.5%)"
"ENSG00000126777","KTN1","kinectin 1","14q22.3","protein_coding",5,1131,0.44,214,16508,1.3,1342,13,0.97,284,21.16,9,"Cancer Gene Census","5 / 1131 (0.44%)","13 / 1342 (0.97%)","284 / 1342 (21.16%)","214 / 16508 (1.3%)"
"ENSG00000128487","SPECC1","sperm antigen with calponin homology and coiled-coil domains 1","17p11.2","protein_coding",5,1131,0.44,284,16508,1.72,1342,25,1.86,80,5.96,7,"Cancer Gene Census","5 / 1131 (0.44%)","25 / 1342 (1.86%)","80 / 1342 (5.96%)","284 / 16508 (1.72%)"
"ENSG00000130382","MLLT1","MLLT1 super elongation complex subunit","19p13.3","protein_coding",5,1131,0.44,126,16508,0.76,1342,292,21.76,33,2.46,5,"Cancer Gene Census","5 / 1131 (0.44%)","292 / 1342 (21.76%)","33 / 1342 (2.46%)","126 / 16508 (0.76%)"
"ENSG00000131759","RARA","retinoic acid receptor alpha","17q21.2","protein_coding",5,1131,0.44,147,16508,0.89,1342,32,2.38,81,6.04,6,"Cancer Gene Census","5 / 1131 (0.44%)","32 / 1342 (2.38%)","81 / 1342 (6.04%)","147 / 16508 (0.89%)"
"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma","3p25.2","protein_coding",5,1131,0.44,161,16508,0.98,1342,57,4.25,70,5.22,5,"Cancer Gene Census","5 / 1131 (0.44%)","57 / 1342 (4.25%)","70 / 1342 (5.22%)","161 / 16508 (0.98%)"
"ENSG00000132781","MUTYH","mutY DNA glycosylase","1p34.1","protein_coding",5,1131,0.44,129,16508,0.78,1342,67,4.99,204,15.2,5,"Cancer Gene Census","5 / 1131 (0.44%)","67 / 1342 (4.99%)","204 / 1342 (15.2%)","129 / 16508 (0.78%)"
"ENSG00000135100","HNF1A","HNF1 homeobox A","12q24.31","protein_coding",5,1131,0.44,221,16508,1.34,1342,63,4.69,67,4.99,5,"Cancer Gene Census","5 / 1131 (0.44%)","63 / 1342 (4.69%)","67 / 1342 (4.99%)","221 / 16508 (1.34%)"
"ENSG00000136492","BRIP1","BRCA1 interacting protein C-terminal helicase 1","17q23.2","protein_coding",5,1131,0.44,275,16508,1.67,1342,67,4.99,40,2.98,9,"Cancer Gene Census","5 / 1131 (0.44%)","67 / 1342 (4.99%)","40 / 1342 (2.98%)","275 / 16508 (1.67%)"
"ENSG00000138115","CYP2C8","cytochrome P450 family 2 subfamily C member 8","10q23.33","protein_coding",5,1131,0.44,176,16508,1.07,1342,6,0.45,779,58.05,5,"Cancer Gene Census","5 / 1131 (0.44%)","6 / 1342 (0.45%)","779 / 1342 (58.05%)","176 / 16508 (1.07%)"
"ENSG00000138698","RAP1GDS1","Rap1 GTPase-GDP dissociation stimulator 1","4q23","protein_coding",5,1131,0.44,134,16508,0.81,1342,23,1.71,116,8.64,5,"Cancer Gene Census","5 / 1131 (0.44%)","23 / 1342 (1.71%)","116 / 1342 (8.64%)","134 / 16508 (0.81%)"
"ENSG00000139718","SETD1B","SET domain containing 1B, histone lysine methyltransferase","12q24.31","protein_coding",5,1131,0.44,153,16508,0.93,1342,62,4.62,66,4.92,6,"Cancer Gene Census","5 / 1131 (0.44%)","62 / 1342 (4.62%)","66 / 1342 (4.92%)","153 / 16508 (0.93%)"
"ENSG00000141367","CLTC","clathrin heavy chain","17q23.1","protein_coding",5,1131,0.44,301,16508,1.82,1342,68,5.07,39,2.91,7,"Cancer Gene Census","5 / 1131 (0.44%)","68 / 1342 (5.07%)","39 / 1342 (2.91%)","301 / 16508 (1.82%)"
"ENSG00000141867","BRD4","bromodomain containing 4","19p13.12","protein_coding",5,1131,0.44,265,16508,1.61,1342,308,22.95,25,1.86,8,"Cancer Gene Census","5 / 1131 (0.44%)","308 / 1342 (22.95%)","25 / 1342 (1.86%)","265 / 16508 (1.61%)"
"ENSG00000143924","EML4","EMAP like 4","2p21","protein_coding",5,1131,0.44,196,16508,1.19,1342,34,2.53,41,3.06,7,"Cancer Gene Census","5 / 1131 (0.44%)","34 / 1342 (2.53%)","41 / 1342 (3.06%)","196 / 16508 (1.19%)"
"ENSG00000143970","ASXL2","ASXL transcriptional regulator 2","2p23.3","protein_coding",5,1131,0.44,343,16508,2.08,1342,36,2.68,55,4.1,7,"Cancer Gene Census","5 / 1131 (0.44%)","36 / 1342 (2.68%)","55 / 1342 (4.1%)","343 / 16508 (2.08%)"
"ENSG00000146374","RSPO3","R-spondin 3","6q22.33","protein_coding",5,1131,0.44,86,16508,0.52,1342,13,0.97,241,17.96,4,"Cancer Gene Census","5 / 1131 (0.44%)","13 / 1342 (0.97%)","241 / 1342 (17.96%)","86 / 16508 (0.52%)"
"ENSG00000151348","EXT2","exostosin glycosyltransferase 2","11p11.2","protein_coding",5,1131,0.44,158,16508,0.96,1342,29,2.16,138,10.28,8,"Cancer Gene Census","5 / 1131 (0.44%)","29 / 1342 (2.16%)","138 / 1342 (10.28%)","158 / 16508 (0.96%)"
"ENSG00000157613","CREB3L1","cAMP responsive element binding protein 3 like 1","11p11.2","protein_coding",5,1131,0.44,102,16508,0.62,1342,27,2.01,139,10.36,5,"Cancer Gene Census","5 / 1131 (0.44%)","27 / 1342 (2.01%)","139 / 1342 (10.36%)","102 / 16508 (0.62%)"
"ENSG00000157873","TNFRSF14","TNF receptor superfamily member 14","1p36.32","protein_coding",5,1131,0.44,69,16508,0.42,1342,19,1.42,178,13.26,5,"Cancer Gene Census","5 / 1131 (0.44%)","19 / 1342 (1.42%)","178 / 1342 (13.26%)","69 / 16508 (0.42%)"
"ENSG00000163399","ATP1A1","ATPase Na+/K+ transporting subunit alpha 1","1p13.1","protein_coding",5,1131,0.44,194,16508,1.18,1342,62,4.62,213,15.87,5,"Cancer Gene Census","5 / 1131 (0.44%)","62 / 1342 (4.62%)","213 / 1342 (15.87%)","194 / 16508 (1.18%)"
"ENSG00000164754","RAD21","RAD21 cohesin complex component","8q24.11","protein_coding",5,1131,0.44,197,16508,1.19,1342,127,9.46,51,3.8,5,"Cancer Gene Census","5 / 1131 (0.44%)","127 / 1342 (9.46%)","51 / 1342 (3.8%)","197 / 16508 (1.19%)"
"ENSG00000169184","MN1","MN1 proto-oncogene, transcriptional regulator","22q12.1","protein_coding",5,1131,0.44,294,16508,1.78,1342,23,1.71,261,19.45,8,"Cancer Gene Census","5 / 1131 (0.44%)","23 / 1342 (1.71%)","261 / 1342 (19.45%)","294 / 16508 (1.78%)"
"ENSG00000170430","MGMT","O-6-methylguanine-DNA methyltransferase","10q26.3","protein_coding",5,1131,0.44,77,16508,0.47,1342,3,0.22,829,61.77,5,"Cancer Gene Census","5 / 1131 (0.44%)","3 / 1342 (0.22%)","829 / 1342 (61.77%)","77 / 16508 (0.47%)"
"ENSG00000171723","GPHN","gephyrin","14q23.3","protein_coding",5,1131,0.44,215,16508,1.3,1342,14,1.04,319,23.77,7,"Cancer Gene Census","5 / 1131 (0.44%)","14 / 1342 (1.04%)","319 / 1342 (23.77%)","215 / 16508 (1.3%)"
"ENSG00000172175","MALT1","MALT1 paracaspase","18q21.32","protein_coding",5,1131,0.44,142,16508,0.86,1342,59,4.4,122,9.09,7,"Cancer Gene Census","5 / 1131 (0.44%)","59 / 1342 (4.4%)","122 / 1342 (9.09%)","142 / 16508 (0.86%)"
"ENSG00000175387","SMAD2","SMAD family member 2","18q21.1","protein_coding",5,1131,0.44,176,16508,1.07,1342,55,4.1,115,8.57,5,"Cancer Gene Census","5 / 1131 (0.44%)","55 / 1342 (4.1%)","115 / 1342 (8.57%)","176 / 16508 (1.07%)"
"ENSG00000177565","TBL1XR1","TBL1X receptor 1","3q26.32","protein_coding",5,1131,0.44,194,16508,1.18,1342,79,5.89,49,3.65,5,"Cancer Gene Census","5 / 1131 (0.44%)","79 / 1342 (5.89%)","49 / 1342 (3.65%)","194 / 16508 (1.18%)"
"ENSG00000179399","GPC5","glypican 5","13q31.3","protein_coding",5,1131,0.44,337,16508,2.04,1342,23,1.71,321,23.92,5,"Cancer Gene Census","5 / 1131 (0.44%)","23 / 1342 (1.71%)","321 / 1342 (23.92%)","337 / 16508 (2.04%)"
"ENSG00000183579","ZNRF3","zinc and ring finger 3","22q12.1","protein_coding",5,1131,0.44,207,16508,1.25,1342,29,2.16,265,19.75,7,"Cancer Gene Census","5 / 1131 (0.44%)","29 / 1342 (2.16%)","265 / 1342 (19.75%)","207 / 16508 (1.25%)"
"ENSG00000184384","MAML2","mastermind like transcriptional coactivator 2","11q21","protein_coding",5,1131,0.44,256,16508,1.55,1342,64,4.77,77,5.74,5,"Cancer Gene Census","5 / 1131 (0.44%)","64 / 1342 (4.77%)","77 / 1342 (5.74%)","256 / 16508 (1.55%)"
"ENSG00000197013","ZNF429","zinc finger protein 429","19p12","protein_coding",5,1131,0.44,199,16508,1.21,1342,305,22.73,32,2.38,5,"Cancer Gene Census","5 / 1131 (0.44%)","305 / 1342 (22.73%)","32 / 1342 (2.38%)","199 / 16508 (1.21%)"
"ENSG00000197122","SRC","SRC proto-oncogene, non-receptor tyrosine kinase","20q11.23","protein_coding",5,1131,0.44,111,16508,0.67,1342,279,20.79,14,1.04,5,"Cancer Gene Census","5 / 1131 (0.44%)","279 / 1342 (20.79%)","14 / 1342 (1.04%)","111 / 16508 (0.67%)"
"ENSG00000244405","ETV5","ETS variant transcription factor 5","3q27.2","protein_coding",5,1131,0.44,161,16508,0.98,1342,82,6.11,60,4.47,5,"Cancer Gene Census","5 / 1131 (0.44%)","82 / 1342 (6.11%)","60 / 1342 (4.47%)","161 / 16508 (0.98%)"
"ENSG00000270647","TAF15","TATA-box binding protein associated factor 15","17q12","protein_coding",5,1131,0.44,155,16508,0.94,1342,30,2.24,85,6.33,6,"Cancer Gene Census","5 / 1131 (0.44%)","30 / 1342 (2.24%)","85 / 1342 (6.33%)","155 / 16508 (0.94%)"
"ENSG00000007237","GAS7","growth arrest specific 7","17p13.1","protein_coding",4,1131,0.35,163,16508,0.99,1342,22,1.64,93,6.93,4,"Cancer Gene Census","4 / 1131 (0.35%)","22 / 1342 (1.64%)","93 / 1342 (6.93%)","163 / 16508 (0.99%)"
"ENSG00000009709","PAX7","paired box 7","1p36.13","protein_coding",4,1131,0.35,201,16508,1.22,1342,57,4.25,250,18.63,5,"Cancer Gene Census","4 / 1131 (0.35%)","57 / 1342 (4.25%)","250 / 1342 (18.63%)","201 / 16508 (1.22%)"
"ENSG00000051108","HERPUD1","homocysteine inducible ER protein with ubiquitin like domain 1","16q13","protein_coding",4,1131,0.35,77,16508,0.47,1342,36,2.68,98,7.3,4,"Cancer Gene Census","4 / 1131 (0.35%)","36 / 1342 (2.68%)","98 / 1342 (7.3%)","77 / 16508 (0.47%)"
"ENSG00000070756","PABPC1","poly(A) binding protein cytoplasmic 1","8q22.3","protein_coding",4,1131,0.35,128,16508,0.78,1342,114,8.49,43,3.2,4,"Cancer Gene Census","4 / 1131 (0.35%)","114 / 1342 (8.49%)","43 / 1342 (3.2%)","128 / 16508 (0.78%)"
"ENSG00000072062","PRKACA","protein kinase cAMP-activated catalytic subunit alpha","19p13.12","protein_coding",4,1131,0.35,112,16508,0.68,1342,309,23.03,26,1.94,4,"Cancer Gene Census","4 / 1131 (0.35%)","309 / 1342 (23.03%)","26 / 1342 (1.94%)","112 / 16508 (0.68%)"
"ENSG00000076242","MLH1","mutL homolog 1","3p22.2","protein_coding",4,1131,0.35,200,16508,1.21,1342,49,3.65,81,6.04,5,"Cancer Gene Census","4 / 1131 (0.35%)","49 / 1342 (3.65%)","81 / 1342 (6.04%)","200 / 16508 (1.21%)"
"ENSG00000082898","XPO1","exportin 1","2p15","protein_coding",4,1131,0.35,197,16508,1.19,1342,30,2.24,39,2.91,6,"Cancer Gene Census","4 / 1131 (0.35%)","30 / 1342 (2.24%)","39 / 1342 (2.91%)","197 / 16508 (1.19%)"
"ENSG00000097007","ABL1","ABL proto-oncogene 1, non-receptor tyrosine kinase","9q34.12","protein_coding",4,1131,0.35,262,16508,1.59,1342,92,6.86,113,8.42,7,"Cancer Gene Census","4 / 1131 (0.35%)","92 / 1342 (6.86%)","113 / 1342 (8.42%)","262 / 16508 (1.59%)"
"ENSG00000100105","PATZ1","POZ/BTB and AT hook containing zinc finger 1","22q12.2","protein_coding",4,1131,0.35,160,16508,0.97,1342,30,2.24,277,20.64,5,"Cancer Gene Census","4 / 1131 (0.35%)","30 / 1342 (2.24%)","277 / 1342 (20.64%)","160 / 16508 (0.97%)"
"ENSG00000100644","HIF1A","hypoxia inducible factor 1 subunit alpha","14q23.2","protein_coding",4,1131,0.35,177,16508,1.07,1342,13,0.97,305,22.73,4,"Cancer Gene Census","4 / 1131 (0.35%)","13 / 1342 (0.97%)","305 / 1342 (22.73%)","177 / 16508 (1.07%)"
"ENSG00000109132","PHOX2B","paired like homeobox 2B","4p13","protein_coding",4,1131,0.35,137,16508,0.83,1342,29,2.16,85,6.33,4,"Cancer Gene Census","4 / 1131 (0.35%)","29 / 1342 (2.16%)","85 / 1342 (6.33%)","137 / 16508 (0.83%)"
"ENSG00000109471","IL2","interleukin 2","4q27","protein_coding",4,1131,0.35,45,16508,0.27,1342,13,0.97,191,14.23,5,"Cancer Gene Census","4 / 1131 (0.35%)","13 / 1342 (0.97%)","191 / 1342 (14.23%)","45 / 16508 (0.27%)"
"ENSG00000110092","CCND1","cyclin D1","11q13.3","protein_coding",4,1131,0.35,143,16508,0.87,1342,47,3.5,93,6.93,4,"Cancer Gene Census","4 / 1131 (0.35%)","47 / 1342 (3.5%)","93 / 1342 (6.93%)","143 / 16508 (0.87%)"
"ENSG00000112081","SRSF3","serine and arginine rich splicing factor 3","6p21.31, 6p21.2","protein_coding",4,1131,0.35,54,16508,0.33,1342,19,1.42,75,5.59,4,"Cancer Gene Census","4 / 1131 (0.35%)","19 / 1342 (1.42%)","75 / 1342 (5.59%)","54 / 16508 (0.33%)"
"ENSG00000113263","ITK","IL2 inducible T cell kinase","5q33.3","protein_coding",4,1131,0.35,239,16508,1.45,1342,43,3.2,92,6.86,5,"Cancer Gene Census","4 / 1131 (0.35%)","43 / 1342 (3.2%)","92 / 1342 (6.86%)","239 / 16508 (1.45%)"
"ENSG00000113594","LIFR","LIF receptor subunit alpha","5p13.1","protein_coding",4,1131,0.35,330,16508,2,1342,54,4.02,56,4.17,5,"Cancer Gene Census","4 / 1131 (0.35%)","54 / 1342 (4.02%)","56 / 1342 (4.17%)","330 / 16508 (2%)"
"ENSG00000116044","NFE2L2","nuclear factor, erythroid 2 like 2","2q31.2","protein_coding",4,1131,0.35,331,16508,2.01,1342,30,2.24,43,3.2,5,"Cancer Gene Census","4 / 1131 (0.35%)","30 / 1342 (2.24%)","43 / 1342 (3.2%)","331 / 16508 (2.01%)"
"ENSG00000118260","CREB1","cAMP responsive element binding protein 1","2q33.3","protein_coding",4,1131,0.35,63,16508,0.38,1342,33,2.46,38,2.83,4,"Cancer Gene Census","4 / 1131 (0.35%)","33 / 1342 (2.46%)","38 / 1342 (2.83%)","63 / 16508 (0.38%)"
"ENSG00000118503","TNFAIP3","TNF alpha induced protein 3","6q23.3","protein_coding",4,1131,0.35,178,16508,1.08,1342,13,0.97,249,18.55,5,"Cancer Gene Census","4 / 1131 (0.35%)","13 / 1342 (0.97%)","249 / 1342 (18.55%)","178 / 16508 (1.08%)"
"ENSG00000118971","CCND2","cyclin D2","12p13.32","protein_coding",4,1131,0.35,101,16508,0.61,1342,147,10.95,45,3.35,4,"Cancer Gene Census","4 / 1131 (0.35%)","147 / 1342 (10.95%)","45 / 1342 (3.35%)","101 / 16508 (0.61%)"
"ENSG00000119508","NR4A3","nuclear receptor subfamily 4 group A member 3","9q31.1","protein_coding",4,1131,0.35,162,16508,0.98,1342,81,6.04,98,7.3,7,"Cancer Gene Census","4 / 1131 (0.35%)","81 / 1342 (6.04%)","98 / 1342 (7.3%)","162 / 16508 (0.98%)"
"ENSG00000121289","CEP89","centrosomal protein 89","19q13.11","protein_coding",4,1131,0.35,178,16508,1.08,1342,266,19.82,245,18.26,5,"Cancer Gene Census","4 / 1131 (0.35%)","266 / 1342 (19.82%)","245 / 1342 (18.26%)","178 / 16508 (1.08%)"
"ENSG00000123364","HOXC13","homeobox C13","12q13.13","protein_coding",4,1131,0.35,105,16508,0.64,1342,51,3.8,106,7.9,4,"Cancer Gene Census","4 / 1131 (0.35%)","51 / 1342 (3.8%)","106 / 1342 (7.9%)","105 / 16508 (0.64%)"
"ENSG00000125354","SEPTIN6","septin 6","Xq24","protein_coding",4,1131,0.35,161,16508,0.98,1342,0,0,0,0,4,"Cancer Gene Census","4 / 1131 (0.35%)","0 / 1342 (0%)","0 / 1342 (0%)","161 / 16508 (0.98%)"
"ENSG00000126353","CCR7","C-C motif chemokine receptor 7","17q21.2","protein_coding",4,1131,0.35,94,16508,0.57,1342,32,2.38,79,5.89,4,"Cancer Gene Census","4 / 1131 (0.35%)","32 / 1342 (2.38%)","79 / 1342 (5.89%)","94 / 16508 (0.57%)"
"ENSG00000133703","KRAS","KRAS proto-oncogene, GTPase","12p12.1","protein_coding",4,1131,0.35,1763,16508,10.68,1342,95,7.08,52,3.87,3,"Cancer Gene Census","4 / 1131 (0.35%)","95 / 1342 (7.08%)","52 / 1342 (3.87%)","1763 / 16508 (10.68%)"
"ENSG00000134574","DDB2","damage specific DNA binding protein 2","11p11.2","protein_coding",4,1131,0.35,81,16508,0.49,1342,30,2.24,130,9.69,3,"Cancer Gene Census","4 / 1131 (0.35%)","30 / 1342 (2.24%)","130 / 1342 (9.69%)","81 / 16508 (0.49%)"
"ENSG00000138592","USP8","ubiquitin specific peptidase 8","15q21.2","protein_coding",4,1131,0.35,199,16508,1.21,1342,17,1.27,195,14.53,4,"Cancer Gene Census","4 / 1131 (0.35%)","17 / 1342 (1.27%)","195 / 1342 (14.53%)","199 / 16508 (1.21%)"
"ENSG00000138795","LEF1","lymphoid enhancer binding factor 1","4q25","protein_coding",4,1131,0.35,133,16508,0.81,1342,26,1.94,116,8.64,4,"Cancer Gene Census","4 / 1131 (0.35%)","26 / 1342 (1.94%)","116 / 1342 (8.64%)","133 / 16508 (0.81%)"
"ENSG00000140577","CRTC3","CREB regulated transcription coactivator 3","15q26.1","protein_coding",4,1131,0.35,132,16508,0.8,1342,29,2.16,143,10.66,4,"Cancer Gene Census","4 / 1131 (0.35%)","29 / 1342 (2.16%)","143 / 1342 (10.66%)","132 / 16508 (0.8%)"
"ENSG00000142273","CBLC","Cbl proto-oncogene C","19q13.32","protein_coding",4,1131,0.35,101,16508,0.61,1342,223,16.62,319,23.77,5,"Cancer Gene Census","4 / 1131 (0.35%)","223 / 1342 (16.62%)","319 / 1342 (23.77%)","101 / 16508 (0.61%)"
"ENSG00000143437","ARNT","aryl hydrocarbon receptor nuclear translocator","1q21.3","protein_coding",4,1131,0.35,163,16508,0.99,1342,108,8.05,14,1.04,4,"Cancer Gene Census","4 / 1131 (0.35%)","108 / 1342 (8.05%)","14 / 1342 (1.04%)","163 / 16508 (0.99%)"
"ENSG00000143556","S100A7","S100 calcium binding protein A7","1q21.3","protein_coding",4,1131,0.35,55,16508,0.33,1342,108,8.05,11,0.82,5,"Cancer Gene Census","4 / 1131 (0.35%)","108 / 1342 (8.05%)","11 / 1342 (0.82%)","55 / 16508 (0.33%)"
"ENSG00000147655","RSPO2","R-spondin 2","8q23.1","protein_coding",4,1131,0.35,138,16508,0.84,1342,123,9.17,43,3.2,4,"Cancer Gene Census","4 / 1131 (0.35%)","123 / 1342 (9.17%)","43 / 1342 (3.2%)","138 / 16508 (0.84%)"
"ENSG00000150907","FOXO1","forkhead box O1","13q14.11","protein_coding",4,1131,0.35,164,16508,0.99,1342,16,1.19,360,26.83,4,"Cancer Gene Census","4 / 1131 (0.35%)","16 / 1342 (1.19%)","360 / 1342 (26.83%)","164 / 16508 (0.99%)"
"ENSG00000152207","CYSLTR2","cysteinyl leukotriene receptor 2","13q14.2","protein_coding",4,1131,0.35,114,16508,0.69,1342,11,0.82,394,29.36,3,"Cancer Gene Census","4 / 1131 (0.35%)","11 / 1342 (0.82%)","394 / 1342 (29.36%)","114 / 16508 (0.69%)"
"ENSG00000156076","WIF1","WNT inhibitory factor 1","12q14.3","protein_coding",4,1131,0.35,127,16508,0.77,1342,61,4.55,107,7.97,4,"Cancer Gene Census","4 / 1131 (0.35%)","61 / 1342 (4.55%)","107 / 1342 (7.97%)","127 / 16508 (0.77%)"
"ENSG00000156970","BUB1B","BUB1 mitotic checkpoint serine/threonine kinase B","15q15.1","protein_coding",4,1131,0.35,169,16508,1.02,1342,16,1.19,214,15.95,4,"Cancer Gene Census","4 / 1131 (0.35%)","16 / 1342 (1.19%)","214 / 1342 (15.95%)","169 / 16508 (1.02%)"
"ENSG00000156976","EIF4A2","eukaryotic translation initiation factor 4A2","3q27.3","protein_coding",4,1131,0.35,205,16508,1.24,1342,72,5.37,71,5.29,4,"Cancer Gene Census","4 / 1131 (0.35%)","72 / 1342 (5.37%)","71 / 1342 (5.29%)","205 / 16508 (1.24%)"
"ENSG00000158711","ELK4","ETS transcription factor ELK4","1q32.1","protein_coding",4,1131,0.35,93,16508,0.56,1342,97,7.23,35,2.61,5,"Cancer Gene Census","4 / 1131 (0.35%)","97 / 1342 (7.23%)","35 / 1342 (2.61%)","93 / 16508 (0.56%)"
"ENSG00000160789","LMNA","lamin A/C","1q22","protein_coding",4,1131,0.35,156,16508,0.94,1342,123,9.17,12,0.89,4,"Cancer Gene Census","4 / 1131 (0.35%)","123 / 1342 (9.17%)","12 / 1342 (0.89%)","156 / 16508 (0.94%)"
"ENSG00000162367","TAL1","TAL bHLH transcription factor 1, erythroid differentiation factor","1p33","protein_coding",4,1131,0.35,109,16508,0.66,1342,65,4.84,211,15.72,5,"Cancer Gene Census","4 / 1131 (0.35%)","65 / 1342 (4.84%)","211 / 1342 (15.72%)","109 / 16508 (0.66%)"
"ENSG00000163026","WDCP","WD repeat and coiled coil containing","2p23.3","protein_coding",4,1131,0.35,129,16508,0.78,1342,39,2.91,59,4.4,4,"Cancer Gene Census","4 / 1131 (0.35%)","39 / 1342 (2.91%)","59 / 1342 (4.4%)","129 / 16508 (0.78%)"
"ENSG00000163435","ELF3","E74 like ETS transcription factor 3","1q32.1","protein_coding",4,1131,0.35,176,16508,1.07,1342,101,7.53,24,1.79,4,"Cancer Gene Census","4 / 1131 (0.35%)","101 / 1342 (7.53%)","24 / 1342 (1.79%)","176 / 16508 (1.07%)"
"ENSG00000163518","FCRL4","Fc receptor like 4","1q23.1","protein_coding",4,1131,0.35,225,16508,1.36,1342,104,7.75,16,1.19,4,"Cancer Gene Census","4 / 1131 (0.35%)","104 / 1342 (7.75%)","16 / 1342 (1.19%)","225 / 16508 (1.36%)"
"ENSG00000166949","SMAD3","SMAD family member 3","15q22.33","protein_coding",4,1131,0.35,160,16508,0.97,1342,21,1.56,152,11.33,4,"Cancer Gene Census","4 / 1131 (0.35%)","21 / 1342 (1.56%)","152 / 1342 (11.33%)","160 / 16508 (0.97%)"
"ENSG00000167460","TPM4","tropomyosin 4","19p13.12, 19p13.11","protein_coding",4,1131,0.35,85,16508,0.51,1342,309,23.03,25,1.86,4,"Cancer Gene Census","4 / 1131 (0.35%)","309 / 1342 (23.03%)","25 / 1342 (1.86%)","85 / 16508 (0.51%)"
"ENSG00000168172","HOOK3","hook microtubule tethering protein 3","8p11.21","protein_coding",4,1131,0.35,158,16508,0.96,1342,61,4.55,54,4.02,4,"Cancer Gene Census","4 / 1131 (0.35%)","61 / 1342 (4.55%)","54 / 1342 (4.02%)","158 / 16508 (0.96%)"
"ENSG00000168411","RFWD3","ring finger and WD repeat domain 3","16q23.1","protein_coding",4,1131,0.35,126,16508,0.76,1342,30,2.24,111,8.27,5,"Cancer Gene Census","4 / 1131 (0.35%)","30 / 1342 (2.24%)","111 / 1342 (8.27%)","126 / 16508 (0.76%)"
"ENSG00000168421","RHOH","ras homolog family member H","4p14","protein_coding",4,1131,0.35,83,16508,0.5,1342,31,2.31,87,6.48,4,"Cancer Gene Census","4 / 1131 (0.35%)","31 / 1342 (2.31%)","87 / 1342 (6.48%)","83 / 16508 (0.5%)"
"ENSG00000168646","AXIN2","axin 2","17q24.1","protein_coding",4,1131,0.35,250,16508,1.51,1342,72,5.37,36,2.68,4,"Cancer Gene Census","4 / 1131 (0.35%)","72 / 1342 (5.37%)","36 / 1342 (2.68%)","250 / 16508 (1.51%)"
"ENSG00000170234","PWWP2A","PWWP domain containing 2A","5q33.3","protein_coding",4,1131,0.35,114,16508,0.69,1342,43,3.2,93,6.93,4,"Cancer Gene Census","4 / 1131 (0.35%)","43 / 1342 (3.2%)","93 / 1342 (6.93%)","114 / 16508 (0.69%)"
"ENSG00000170577","SIX2","SIX homeobox 2","2p21","protein_coding",4,1131,0.35,110,16508,0.67,1342,33,2.46,41,3.06,4,"Cancer Gene Census","4 / 1131 (0.35%)","33 / 1342 (2.46%)","41 / 1342 (3.06%)","110 / 16508 (0.67%)"
"ENSG00000171310","CHST11","carbohydrate sulfotransferase 11","12q23.3","protein_coding",4,1131,0.35,127,16508,0.77,1342,49,3.65,76,5.66,4,"Cancer Gene Census","4 / 1131 (0.35%)","49 / 1342 (3.65%)","76 / 1342 (5.66%)","127 / 16508 (0.77%)"
"ENSG00000175197","DDIT3","DNA damage inducible transcript 3","12q13.3","protein_coding",4,1131,0.35,38,16508,0.23,1342,116,8.64,86,6.41,4,"Cancer Gene Census","4 / 1131 (0.35%)","116 / 1342 (8.64%)","86 / 1342 (6.41%)","38 / 16508 (0.23%)"
"ENSG00000178562","CD28","CD28 molecule","2q33.2","protein_coding",4,1131,0.35,73,16508,0.44,1342,35,2.61,39,2.91,3,"Cancer Gene Census","4 / 1131 (0.35%)","35 / 1342 (2.61%)","39 / 1342 (2.91%)","73 / 16508 (0.44%)"
